月份,车型,销量,厂商,售价区间,车型链接,图片链接
202311,腾势D9,10446,腾势汽车,33.98 - 66.00,https://xl.16888.com/s/129515/,https://i.img16888.com/picLib/2022/10/2022102004563412102_240.jpg
202311,红旗E-QM5,10270,一汽红旗,16.58 - 23.98,https://xl.16888.com/s/129210/,https://i2.img16888.com/picLib/2021/06/2021062302514547464_240.jpg
202311,领克08,10019,领克,18.58 - 24.88,https://xl.16888.com/s/129841/,https://i3.img16888.com/picLib/2023/05/2023050906283947156_240.jpg
202311,QQ冰淇淋,9015,奇瑞新能源,2.99 - 5.69,https://xl.16888.com/s/129245/,https://i.img16888.com/picLib/2021/08/2021082605332292213_240.jpg
202311,小鹏G6,8750,小鹏汽车,17.68 - 27.69,https://xl.16888.com/s/129834/,https://i.img16888.com/picLib/2023/05/2023051004472179507_240.jpg
202311,银河L7,8473,吉利汽车,11.58 - 16.97,https://xl.16888.com/s/129819/,https://i.img16888.com/picLib/2023/05/2023050906482041436_240.jpg
202311,智己LS6,8158,智己汽车,23.99 - 30.29,https://xl.16888.com/s/130014/,https://i.img16888.com/picLib/2024/01/2024012505591527889_240.jpg
202311,零跑C11,7856,零跑汽车,14.88 - 20.98,https://xl.16888.com/s/129063/,https://i.img16888.com/picLib/2020/12/2020122311292973663_240.jpg
202311,深蓝S07,7586,深蓝汽车,14.99 - 20.79,https://xl.16888.com/s/129772/,https://i3.img16888.com/picLib/2023/05/2023051110445347361_240.jpg
202311,零跑T03,7452,零跑汽车,4.99 - 6.99,https://xl.16888.com/s/128803/,https://i.img16888.com/picLib/2020/02/2020022403250477888_240.jpg
202311,哪吒X,7091,合众汽车,8.98 - 15.98,https://xl.16888.com/s/130058/,https://i3.img16888.com/picLib/2024/08/2024081905310095157_240.jpg
202311,欧拉好猫,6903,长城新能源,10.58 - 13.58,https://xl.16888.com/s/128954/,https://i.img16888.com/picLib/2020/12/2020120810295851555_240.jpg
202311,极氪001,6751,极氪,25.90 - 32.90,https://xl.16888.com/s/129130/,https://i.img16888.com/picLib/2021/04/2021041611215519373_240.jpg
202311,驱逐舰05,6706,比亚迪,7.98 - 13.68,https://xl.16888.com/s/129403/,https://i2.img16888.com/picLib/2022/05/2022051806261162436_240.jpg
202311,宝马i3,6160,华晨宝马,35.39 - 41.39,https://xl.16888.com/s/129433/,https://i3.img16888.com/picLib/2022/04/2022042111181287043_240.jpg
202311,哈弗猛龙新能源,6025,长城汽车,16.58 - 19.28,https://xl.16888.com/s/129946/,https://i3.img16888.com/picLib/2023/06/2023062102315782324_240.jpg
202311,小鹏G9,5778,小鹏汽车,24.88 - 35.99,https://xl.16888.com/s/129400/,https://i.img16888.com/picLib/2022/09/2022091504061283908_240.jpg
202311,北京EU5,5741,北京汽车,12.99 - 17.19,https://xl.16888.com/s/128299/,https://i3.img16888.com/picLib/2019/11/2019111103110950102_240.jpg
202311,蔚来ES6,5666,蔚来,33.80 - 39.60,https://xl.16888.com/s/127934/,https://i.img16888.com/picLib/2019/07/2019072409075452928_240.jpg
202311,银河L6,5297,吉利汽车,8.28 - 14.98,https://xl.16888.com/s/129920/,https://i3.img16888.com/picLib/2023/05/2023051611344138567_240.jpg
202311,极氪X,4714,极氪,14.90 - 22.00,https://xl.16888.com/s/129798/,https://i3.img16888.com/picLib/2023/05/2023050605110729454_240.jpg
202311,AION V,4599,广汽埃安,12.98 - 19.36,https://xl.16888.com/s/128866/,https://i2.img16888.com/picLib/2024/09/2024091205354286365_240.jpg
202311,东风风神E70,4271,东风乘用车,14.28 - 15.38,https://xl.16888.com/s/127868/,https://i2.img16888.com/picLib/2017/10/2017101005055963467_240.jpg
202311,吉利几何E萤火虫,4192,吉利几何,5.98 - 8.98,https://xl.16888.com/s/129442/,https://i.img16888.com/picLib/2022/10/2022102004325133716_240.jpg
202311,坦克500新能源,4191,长城汽车,33.50 - 36.38,https://xl.16888.com/s/129952/,https://i.img16888.com/picLib/2024/01/2024010906045351906_240.jpg
202311,坦克400新能源,4052,长城汽车,27.98 - 28.98,https://xl.16888.com/s/130076/,https://i3.img16888.com/picLib/2024/01/2024011203390555250_240.jpg
202311,岚图梦想家,3918,岚图汽车,32.99 - 63.99,https://xl.16888.com/s/129359/,https://i.img16888.com/picLib/2022/06/2022062804065667884_240.jpg
202311,ID.4 CROZZ,3872,一汽-大众,19.39 - 29.86,https://xl.16888.com/s/129061/,https://i2.img16888.com/picLib/2021/03/2021030404500154028_240.jpg
202311,领克06新能源,3543,领克,13.68 - 15.68,https://xl.16888.com/s/128867/,https://i.img16888.com/picLib/2021/05/2021051702022668203_240.jpg
202311,宝马iX3,3281,华晨宝马,40.50 - 44.50,https://xl.16888.com/s/128978/,https://i.img16888.com/picLib/2021/01/2021012209122149549_240.jpg
202311,小蚂蚁,3275,奇瑞新能源,5.99 - 7.69,https://xl.16888.com/s/127686/,https://i2.img16888.com/picLib/2021/03/2021030902381666489_240.jpg
202311,蔚来ET5T,3248,蔚来,29.80 - 35.60,https://xl.16888.com/s/130013/,https://i3.img16888.com/picLib/2024/02/2024020405304438014_240.jpg
202311,零跑C01,3200,零跑汽车,13.68 - 20.88,https://xl.16888.com/s/129481/,https://i2.img16888.com/picLib/2022/06/2022062705074479976_240.jpg
202311,护卫舰07,3088,比亚迪,17.98 - 25.98,https://xl.16888.com/s/129637/,https://i2.img16888.com/picLib/2022/10/2022102605580197156_240.jpg
202311,问界M5,3075,AITO 问界,22.98 - 27.98,https://xl.16888.com/s/129407/,https://i3.img16888.com/picLib/2022/02/2022022106475629393_240.jpg
202311,欧尚Z6新能源,3020,长安汽车,15.58 - 17.58,https://xl.16888.com/s/129591/,https://i2.img16888.com/picLib/2022/09/2022092804244675387_240.jpg
202311,长安启源A07,3016,长安启源,11.99 - 17.69,https://xl.16888.com/s/129930/,https://i.img16888.com/picLib/2023/05/2023052910151096159_240.jpg
202311,小鹏P7,2990,小鹏汽车,20.99 - 33.99,https://xl.16888.com/s/128729/,https://i3.img16888.com/picLib/2021/03/2021032909030112948_240.jpg
202311,宝骏云朵,2954,上汽通用五菱,9.58 - 14.58,https://xl.16888.com/s/129916/,https://i3.img16888.com/picLib/2023/05/2023051001502489768_240.jpg
202311,传祺ES9,2868,广汽乘用车,22.98 - 26.98,https://xl.16888.com/s/129992/,https://i.img16888.com/picLib/2024/02/2024020510211761038_240.jpg
202311,丰田bZ3,2835,一汽丰田,16.98 - 19.98,https://xl.16888.com/s/129720/,https://i2.img16888.com/picLib/2023/05/2023050606034577457_240.jpg
202311,岚图FREE,2818,岚图汽车,22.89 - 26.69,https://xl.16888.com/s/129117/,https://i.img16888.com/picLib/2024/06/2024062502541821509_240.jpg
202311,ID.4 X,2747,上汽大众,15.99 - 28.34,https://xl.16888.com/s/129086/,https://i3.img16888.com/picLib/2021/04/2021042202224179294_240.jpg
202311,蔚来EC6,2739,蔚来,35.80 - 41.60,https://xl.16888.com/s/128852/,https://i.img16888.com/picLib/2020/04/2020041304093282657_240.jpg
202311,哈弗枭龙MAX,2646,长城汽车,13.18 - 17.98,https://xl.16888.com/s/129831/,https://i3.img16888.com/picLib/2023/05/2023050906314247685_240.jpg
202311,小鹏P5,2523,小鹏汽车,15.69 - 18.89,https://xl.16888.com/s/129134/,https://i.img16888.com/picLib/2021/07/2021072304062225606_240.jpg
202311,奥迪Q4 e-tron,2301,一汽-大众奥迪,28.99 - 36.71,https://xl.16888.com/s/129500/,https://i3.img16888.com/picLib/2022/06/2022061311411071600_240.jpg
202311,哪吒S,2296,合众汽车,15.48 - 22.48,https://xl.16888.com/s/129243/,https://i.img16888.com/picLib/2022/10/2022103103505761259_240.jpg
202311,奔奔E-Star,2281,长安汽车,7.99 - 7.99,https://xl.16888.com/s/130071/,https://i3.img16888.com//default-piclib-1024.jpg_240.jpg
202311,极狐 阿尔法S(ARCFOX αS),2223,北汽新能源,18.98 - 32.98,https://xl.16888.com/s/128999/,https://i2.img16888.com/picLib/2021/04/2021041910080225684_240.jpg
202311,五菱星光,2146,上汽通用五菱,7.98 - 10.98,https://xl.16888.com/s/130082/,https://i2.img16888.com/picLib/2024/01/2024011202454962343_240.jpg
202311,秦新能源,2088,比亚迪,16.88 - 16.88,https://xl.16888.com/s/128198/,https://i3.img16888.com/picLib/2019/09/2019091803110544470_240.jpg
202311,启辰大V DD-i,2086,东风日产,11.89 - 14.99,https://xl.16888.com/s/129845/,https://i3.img16888.com/picLib/2023/05/2023052903160557662_240.jpg
202311,魏牌 蓝山,2035,长城汽车,27.38 - 32.68,https://xl.16888.com/s/129709/,https://i3.img16888.com/picLib/2023/05/2023050606211431026_240.jpg
202311,蔚来ET5,1913,蔚来,29.80 - 35.60,https://xl.16888.com/s/129364/,https://i2.img16888.com/picLib/2022/12/2022120502094649796_240.jpg
202311,昊铂HT,1910,昊铂,21.39 - 32.99,https://xl.16888.com/s/130054/,https://i.img16888.com/picLib/2024/11/2024112802425427171_240.jpg
202311,阿维塔11,1894,阿维塔科技,27.99 - 42.99,https://xl.16888.com/s/129626/,https://i3.img16888.com/picLib/2022/10/2022102603324666119_240.jpg
202311,smart精灵#1,1850,smart,15.49 - 28.49,https://xl.16888.com/s/129576/,https://i3.img16888.com/picLib/2022/06/2022062306564227186_240.jpg
202311,传祺E9,1800,广汽乘用车,31.98 - 40.98,https://xl.16888.com/s/129875/,https://i2.img16888.com/picLib/2023/04/2023042306185757056_240.jpg
202311,悦虎,1771,大运汽车,5.68 - 8.58,https://xl.16888.com/s/128810/,https://i3.img16888.com/picLib/2021/12/2021122204065469245_240.jpg
202311,蔚来ES8,1658,蔚来,49.80 - 59.80,https://xl.16888.com/s/127767/,https://i2.img16888.com/picLib/2018/01/2018010905521771152_240.jpg
202311,MG4 EV,1642,上汽集团,13.98 - 18.68,https://xl.16888.com/s/129582/,https://i.img16888.com/picLib/2022/06/2022062805442277164_240.jpg
202311,极氪009,1639,极氪,43.90 - 89.90,https://xl.16888.com/s/129629/,https://i.img16888.com/picLib/2022/10/2022102603382181824_240.jpg
202311,荣威D7,1603,上汽集团,12.38 - 21.98,https://xl.16888.com/s/129948/,https://i2.img16888.com/picLib/2024/01/2024010906012043991_240.jpg
202311,蓝电E5,1556,赛力斯蓝电,9.98 - 15.39,https://xl.16888.com/s/129850/,https://i.img16888.com/picLib/2023/05/2023051111572117742_240.jpg
202311,长安启源A05,1445,长安启源,7.89 - 13.69,https://xl.16888.com/s/130046/,https://i2.img16888.com/picLib/2024/01/2024012310485550746_240.jpg
202311,宝骏悦也,1408,上汽通用五菱,7.98 - 9.08,https://xl.16888.com/s/129809/,https://i.img16888.com/picLib/2023/05/2023053105074080600_240.jpg
202311,哈弗二代大狗新能源,1350,长城汽车,16.28 - 17.98,https://xl.16888.com/s/129824/,https://i3.img16888.com/picLib/2023/05/2023050605521893549_240.jpg
202311,钇为3,1318,江汽集团,6.99 - 14.99,https://xl.16888.com/s/129886/,https://i.img16888.com/picLib/2023/05/2023051111543860893_240.jpg
202311,比亚迪e2,1290,比亚迪,8.98 - 14.78,https://xl.16888.com/s/128578/,https://i3.img16888.com/picLib/2019/08/2019081505532648169_240.jpg
202311,元pro,1242,比亚迪,9.58 - 11.38,https://xl.16888.com/s/129110/,https://i.img16888.com/picLib/2021/03/2021032205455595676_240.jpg
202311,传祺E8,1229,广汽乘用车,16.68 - 23.58,https://xl.16888.com/s/130039/,https://i.img16888.com/picLib/2024/01/2024012311171768050_240.jpg
202311,别克E5,1221,上汽通用别克,16.99 - 21.39,https://xl.16888.com/s/129745/,https://i3.img16888.com/picLib/2023/05/2023050605325689785_240.jpg
202311,奔驰EQE,1207,北京奔驰,47.80 - 62.70,https://xl.16888.com/s/128840/,https://i.img16888.com/picLib/2023/05/2023050905050416590_240.jpg
202311,本田e:NS1,1162,东风本田,17.50 - 21.80,https://xl.16888.com/s/129457/,https://i2.img16888.com/picLib/2022/10/2022101104045327430_240.jpg
202311,飞凡R7,1113,上汽集团,18.99 - 38.99,https://xl.16888.com/s/129449/,https://i.img16888.com/picLib/2022/05/2022052306310782165_240.jpg
202311,帕萨特新能源,1110,上汽大众,21.72 - 24.22,https://xl.16888.com/s/128252/,https://i2.img16888.com/picLib/2019/02/2019022605144533548_240.jpg
202311,奔驰EQE SUV,1081,北京奔驰,48.60 - 63.06,https://xl.16888.com/s/129913/,https://i2.img16888.com/picLib/2024/11/2024110505163479685_240.jpg
202311,启辰D60EV,1065,东风日产,12.98 - 17.88,https://xl.16888.com/s/128626/,https://i.img16888.com/picLib/2019/09/2019091210503587575_240.jpg
202311,迈腾GTE插电混动,1065,一汽-大众,23.79 - 25.29,https://xl.16888.com/s/128747/,https://i3.img16888.com/picLib/2019/12/2019122802501778988_240.jpg
202311,奔腾NAT,1051,一汽奔腾,13.98 - 16.48,https://xl.16888.com/s/129174/,https://i2.img16888.com/picLib/2023/05/2023053111414011743_240.jpg
202311,极狐考拉,1035,北汽新能源,11.98 - 16.98,https://xl.16888.com/s/129882/,https://i.img16888.com/picLib/2023/05/2023051002385790770_240.jpg
202311,风行雷霆,1034,东风风行,9.98 - 22.99,https://xl.16888.com/s/129833/,https://i2.img16888.com/picLib/2023/05/2023050402104983353_240.jpg
202311,腾势N7,1033,腾势汽车,23.98 - 32.98,https://xl.16888.com/s/129832/,https://i3.img16888.com/picLib/2024/04/2024041504371932259_240.jpg
202311,长安UNI-V 智电iDD,995,长安汽车,11.49 - 15.99,https://xl.16888.com/s/129522/,https://i.img16888.com/picLib/2023/05/2023050802303752716_240.jpg
202311,新海狮EV,981,鑫源汽车,13.98 - 19.28,https://xl.16888.com/s/129571/,https://i3.img16888.com//default-piclib-1024.jpg_240.jpg
202311,创维EV6,898,创维汽车,10.98 - 32.98,https://xl.16888.com/s/129223/,https://i3.img16888.com/picLib/2021/07/2021072202430054743_240.jpg
202311,奥迪e-tron,876,一汽-大众奥迪,54.68 - 64.88,https://xl.16888.com/s/128897/,https://i.img16888.com/picLib/2021/05/2021051711212778660_240.jpg
202311,欧拉闪电猫,868,长城新能源,18.98 - 27.28,https://xl.16888.com/s/129133/,https://i3.img16888.com/picLib/2021/05/2021051005043966445_240.jpg
202311,凌宝BOX,823,吉麦新能源,3.98 - 6.88,https://xl.16888.com/s/128895/,https://i2.img16888.com/picLib/2020/05/2020051410112747249_240.jpg
202311,smart精灵#3,820,smart,16.49 - 28.99,https://xl.16888.com/s/129874/,https://i.img16888.com/picLib/2023/04/2023042306334743437_240.jpg
202311,ID.6 X,813,上汽大众,25.99 - 33.89,https://xl.16888.com/s/129136/,https://i.img16888.com/picLib/2021/05/2021052004235881777_240.jpg
202311,本田CR-V新能源,775,东风本田,22.59 - 26.99,https://xl.16888.com/s/129014/,https://i2.img16888.com/picLib/2021/02/2021020304190329142_240.jpg
202311,远志M1,744,大运汽车,17.88 - 31.88,https://xl.16888.com/s/129042/,https://i3.img16888.com/picLib/2021/06/2021060405370287024_240.jpg
202311,e爱丽舍,742,东风新能源,12.98 - 13.98,https://xl.16888.com/s/129102/,https://i.img16888.com/picLib/2021/03/2021030909501467317_240.jpg
202311,帝豪L HiP,713,吉利汽车,8.98 - 16.88,https://xl.16888.com/s/129443/,https://i2.img16888.com/picLib/2022/05/2022051805391441319_240.jpg
202311,奔驰EQB,689,北京奔驰,35.20 - 42.80,https://xl.16888.com/s/128640/,https://i3.img16888.com/picLib/2021/06/2021060103014695142_240.jpg
202311,睿蓝7,689,睿蓝汽车,11.57 - 17.97,https://xl.16888.com/s/129830/,https://i3.img16888.com/picLib/2023/05/2023051006313253510_240.jpg
202311,雅阁新能源,676,广汽本田,22.58 - 25.88,https://xl.16888.com/s/129931/,https://i.img16888.com/picLib/2023/05/2023052910124960163_240.jpg
202311,枫叶60s,671,睿蓝汽车,9.98 - 16.38,https://xl.16888.com/s/129401/,https://i2.img16888.com/picLib/2022/05/2022052306351454593_240.jpg
202311,羿,655,江铃集团新能源,11.88 - 19.98,https://xl.16888.com/s/129310/,https://i.img16888.com/picLib/2023/05/2023053104271314052_240.jpg
202311,飞凡F7,636,上汽集团,18.99 - 30.99,https://xl.16888.com/s/129793/,https://i3.img16888.com/picLib/2023/05/2023050402003132740_240.jpg
202311,豹5,626,方程豹,23.98 - 32.98,https://xl.16888.com/s/129961/,https://i2.img16888.com/picLib/2024/01/2024010906132544713_240.jpg
202311,魏牌 高山,612,长城汽车,31.58 - 40.58,https://xl.16888.com/s/129881/,https://i3.img16888.com/picLib/2023/05/2023051002033881555_240.jpg
202311,奥迪Q5 e-tron,600,上汽奥迪,29.85 - 43.25,https://xl.16888.com/s/129404/,https://i2.img16888.com/picLib/2022/05/2022050606523245514_240.jpg
202311,艾瑞泽e,592,奇瑞新能源,15.24 - 15.78,https://xl.16888.com/s/128603/,https://i.img16888.com/picLib/2019/09/2019092710483389370_240.jpg
202311,ID.6 CROZZ,588,一汽-大众,25.89 - 33.69,https://xl.16888.com/s/129172/,https://i3.img16888.com/picLib/2021/05/2021051805481193714_240.jpg
202311,高合HiPhi Y,573,华人运通,33.90 - 44.90,https://xl.16888.com/s/129847/,https://i.img16888.com/picLib/2023/05/2023050905185327993_240.jpg
202311,沃尔沃XC60新能源,570,沃尔沃亚太,52.39 - 60.39,https://xl.16888.com/s/128331/,https://i.img16888.com/picLib/2019/05/2019052802425355252_240.jpg
202311,荣威RX5新能源,562,上汽集团,14.79 - 16.98,https://xl.16888.com/s/127388/,https://i2.img16888.com/picLib/2021/04/2021040902364744342_240.jpg
202311,小麒麟,556,江铃集团新能源,4.99 - 5.19,https://xl.16888.com/s/129717/,https://i2.img16888.com/picLib/2023/06/2023060106473416630_240.jpg
202311,大众ID.7 VIZZION,549,一汽-大众,22.78 - 26.28,https://xl.16888.com/s/130084/,https://i.img16888.com/picLib/2024/01/2024010804444359274_240.jpg
202311,Ariya艾睿雅,545,东风日产,19.99 - 28.29,https://xl.16888.com/s/129184/,https://i2.img16888.com/picLib/2021/06/2021060104315297676_240.jpg
202311,五菱荣光EV,541,上汽通用五菱,10.88 - 11.88,https://xl.16888.com/s/128892/,https://i2.img16888.com/picLib/2023/05/2023053005555857388_240.jpg
202311,风光MINIEV,540,东风小康,3.26 - 5.91,https://xl.16888.com/s/129376/,https://i.img16888.com/picLib/2022/08/2022081506094535231_240.jpg
202311,智己LS7,539,智己汽车,28.98 - 45.98,https://xl.16888.com/s/129755/,https://i3.img16888.com/picLib/2023/05/2023050605162661967_240.jpg
202311,启辰VX6,534,东风日产,13.49 - 19.98,https://xl.16888.com/s/129991/,https://i3.img16888.com/picLib/2024/01/2024010906183573676_240.jpg
202311,长安UNI-K 智电iDD,520,长安汽车,18.79 - 21.59,https://xl.16888.com/s/129266/,https://i2.img16888.com/picLib/2021/09/2021091609254297205_240.jpg
202311,捷途山海L9,496,奇瑞汽车,16.49 - 24.29,https://xl.16888.com/s/130106/,https://i.img16888.com/picLib/2023/11/2023112905374991219_240.jpg
202311,吉利几何A,479,吉利几何,14.38 - 20.78,https://xl.16888.com/s/128369/,https://i3.img16888.com/picLib/2019/07/2019070504382512475_240.jpg
202311,皓影新能源,450,广汽本田,22.59 - 26.99,https://xl.16888.com/s/129119/,https://i3.img16888.com/picLib/2023/05/2023053001564363816_240.jpg
202311,奔驰EQA,433,北京奔驰,32.20 - 32.20,https://xl.16888.com/s/128737/,https://i3.img16888.com/picLib/2023/05/2023053003393261059_240.jpg
202311,极狐 阿尔法T(ARCFOX αT),428,北汽新能源,18.58 - 28.08,https://xl.16888.com/s/128880/,https://i3.img16888.com/picLib/2020/10/2020102603500161504_240.jpg
202311,凌宝uni,423,吉麦新能源,2.98 - 4.18,https://xl.16888.com/s/129441/,https://i3.img16888.com/picLib/2023/06/2023060105423521595_240.jpg
202311,大家9,398,上汽大通,25.99 - 44.99,https://xl.16888.com/s/129598/,https://i.img16888.com/picLib/2022/10/2022102411401165564_240.jpg
202311,途观L新能源,393,上汽大众,26.11 - 27.21,https://xl.16888.com/s/128249/,https://i.img16888.com/picLib/2019/01/2019010210183081520_240.jpg
202311,宝马5系新能源,390,华晨宝马,49.99 - 54.65,https://xl.16888.com/s/127997/,https://i3.img16888.com/picLib/2019/12/2019121302012187538_240.jpg
202311,广汽丰田bZ4X,383,广汽丰田,19.98 - 28.78,https://xl.16888.com/s/129462/,https://i.img16888.com/picLib/2023/05/2023050802342257295_240.jpg
202311,红旗E-HS9,380,一汽红旗,50.98 - 77.98,https://xl.16888.com/s/128953/,https://i2.img16888.com/picLib/2020/12/2020121002241623785_240.jpg
202311,逸动新能源,354,长安汽车,14.99 - 14.99,https://xl.16888.com/s/127732/,https://i.img16888.com/picLib/2019/03/2019031310521255244_240.jpg
202311,蔚来EC7,350,蔚来,45.80 - 54.80,https://xl.16888.com/s/129880/,https://i.img16888.com/picLib/2023/04/2023042306121784535_240.jpg
202311,合创V09,349,合创汽车,31.88 - 43.88,https://xl.16888.com/s/130011/,https://i3.img16888.com/picLib/2024/03/2024031905052285012_240.jpg
202311,荣威Ei5,326,上汽集团,13.98 - 15.38,https://xl.16888.com/s/127904/,https://i2.img16888.com/picLib/2019/12/2019121301385779028_240.jpg
202311,曹操60,322,曹操汽车,11.98 - 16.98,https://xl.16888.com/s/129866/,https://i3.img16888.com/picLib/2023/05/2023050401531151387_240.jpg
202311,元宝,316,北京汽车制造厂,2.97 - 5.19,https://xl.16888.com/s/129527/,https://i3.img16888.com/picLib/2022/05/2022052306223254820_240.jpg
202311,五菱Air ev晴空,296,上汽通用五菱,6.78 - 8.28,https://xl.16888.com/s/129575/,https://i.img16888.com/picLib/2022/06/2022062804320760649_240.jpg
202311,宝骏KiWi EV,273,上汽通用五菱,7.78 - 11.38,https://xl.16888.com/s/129169/,https://i.img16888.com/picLib/2021/05/2021051002031748182_240.jpg
202311,帝豪新能源,272,吉利新能源,13.58 - 16.18,https://xl.16888.com/s/127691/,https://i3.img16888.com/picLib/2017/03/2017032303233992053_240.jpg
202311,岚图追光,271,岚图汽车,25.28 - 38.59,https://xl.16888.com/s/129710/,https://i.img16888.com/picLib/2023/05/2023050606173682441_240.jpg
202311,沃尔沃S90插电式混动,264,沃尔沃亚太,49.99 - 61.39,https://xl.16888.com/s/128328/,https://i.img16888.com/picLib/2019/05/2019052802452947738_240.jpg
202311,领克09新能源,263,领克,28.99 - 36.29,https://xl.16888.com/s/129302/,https://i3.img16888.com/picLib/2023/05/2023050903415460314_240.jpg
202311,易至EV3,263,江铃集团新能源,5.28 - 6.68,https://xl.16888.com/s/128413/,https://i3.img16888.com/picLib/2023/05/2023052906461757508_240.jpg
202311,蔚来ET7,253,蔚来,42.80 - 51.60,https://xl.16888.com/s/129084/,https://i.img16888.com/picLib/2021/01/2021011310423989686_240.jpg
202311,菱智M5EV,249,东风风行,14.99 - 19.69,https://xl.16888.com/s/128231/,https://i3.img16888.com/picLib/2019/05/2019051704360857053_240.jpg
202311,宝马iX1,244,华晨宝马,29.99 - 33.99,https://xl.16888.com/s/130036/,https://i.img16888.com/picLib/2024/01/2024012606314496000_240.jpg
202311,江淮QX PHEV,216,江汽集团,8.99 - 19.69,https://xl.16888.com/s/130030/,https://i3.img16888.com/picLib/2024/02/2024020405064032442_240.jpg
202311,东风本田M-NV,215,东风本田,14.98 - 15.98,https://xl.16888.com/s/129049/,https://i.img16888.com/picLib/2020/12/2020120403323659756_240.jpg
202311,风行S50EV,213,东风风行,15.09 - 16.99,https://xl.16888.com/s/127908/,https://i.img16888.com/picLib/2018/01/2018011001573226004_240.jpg
202311,思皓爱跑,205,江汽集团,13.99 - 19.99,https://xl.16888.com/s/129613/,https://i3.img16888.com/picLib/2023/05/2023050811180633814_240.jpg
202311,探岳GTE插电混动,198,一汽-大众,24.29 - 24.29,https://xl.16888.com/s/129055/,https://i.img16888.com/picLib/2021/06/2021060402061279096_240.jpg
202311,炫界Pro EV,196,凯翼汽车,11.99 - 17.66,https://xl.16888.com/s/129306/,https://i3.img16888.com/picLib/2023/05/2023051111514823649_240.jpg
202311,英仕派新能源,195,东风本田,22.98 - 25.88,https://xl.16888.com/s/129986/,https://i2.img16888.com/picLib/2024/02/2024020511103914308_240.jpg
202311,别克E4,179,上汽通用别克,15.99 - 22.99,https://xl.16888.com/s/129943/,https://i3.img16888.com/picLib/2023/06/2023060911520285937_240.jpg
202311,荣威iMAX8新能源,177,上汽集团,19.99 - 35.98,https://xl.16888.com/s/129461/,https://i.img16888.com/picLib/2022/10/2022102004412210521_240.jpg
202311,星途追风PHEV,164,星途,12.98 - 19.58,https://xl.16888.com/s/129837/,https://i.img16888.com/picLib/2023/05/2023050405360322910_240.jpg
202311,极狐 阿尔法T5(ARCFOX αT5),163,北汽新能源,11.98 - 19.98,https://xl.16888.com/s/129790/,https://i3.img16888.com/picLib/2024/03/2024032804542924276_240.jpg
202311,YOUNG光小新,162,电动屋,6.58 - 8.48,https://xl.16888.com/s/129262/,https://i3.img16888.com/picLib/2022/02/2022022511543968015_240.jpg
202311,极石01,154,极石汽车,29.99 - 35.99,https://xl.16888.com/s/129999/,https://i.img16888.com/picLib/2024/01/2024012606220088106_240.jpg
202311,欧拉芭蕾猫,144,长城新能源,14.98 - 17.98,https://xl.16888.com/s/129361/,https://i.img16888.com/picLib/2023/05/2023050901184277773_240.jpg
202311,长安之星9EV,136,长安凯程,13.28 - 16.89,https://xl.16888.com/s/128408/,https://i3.img16888.com/picLib/2020/05/2020052203273355804_240.jpg
202311,福特电马,136,长安福特,23.98 - 36.99,https://xl.16888.com/s/128971/,
202311,沃尔沃C40,135,沃尔沃亚太,28.90 - 34.20,https://xl.16888.com/s/129402/,https://i2.img16888.com/picLib/2023/05/2023050901141684816_240.jpg
202311,富康ES600,134,东风新能源,15.38 - 16.38,https://xl.16888.com/s/129518/,https://i3.img16888.com/picLib/2022/05/2022051904451838899_240.jpg
202311,蔚来ES7,132,蔚来,43.80 - 51.80,https://xl.16888.com/s/129585/,https://i2.img16888.com/picLib/2022/12/2022120501474530085_240.jpg
202311,睿蓝9,130,睿蓝汽车,10.99 - 19.79,https://xl.16888.com/s/129732/,https://i.img16888.com/picLib/2022/11/2022111411171898890_240.jpg
202311,合创Z03,129,合创汽车,13.48 - 18.28,https://xl.16888.com/s/129294/,https://i3.img16888.com/picLib/2023/05/2023050903470390765_240.jpg
202311,哪吒AYA,126,合众汽车,6.58 - 9.49,https://xl.16888.com/s/130000/,https://i2.img16888.com/picLib/2023/09/2023090805423824781_240.jpg
202311,Aion LX,122,广汽埃安,28.66 - 46.96,https://xl.16888.com/s/128584/,https://i3.img16888.com/picLib/2019/09/2019090605505856502_240.jpg
202311,IQ锐歌,120,上汽通用凯迪拉克,29.77 - 41.97,https://xl.16888.com/s/129523/,https://i3.img16888.com/picLib/2022/05/2022051906110990689_240.jpg
202311,智界S7,115,LUXCEED 智界,22.98 - 34.98,https://xl.16888.com/s/130042/,https://i.img16888.com/picLib/2024/01/2024012504323180093_240.jpg
202311,沃尔沃XC40新能源,114,沃尔沃亚太,27.99 - 32.20,https://xl.16888.com/s/129016/,https://i3.img16888.com/picLib/2021/04/2021040905183111771_240.jpg
202311,瑞风E3,111,江汽集团,13.99 - 20.88,https://xl.16888.com/s/129581/,https://i2.img16888.com/picLib/2022/06/2022062805373176178_240.jpg
202311,高合HiPhi Z,107,华人运通,51.00 - 63.00,https://xl.16888.com/s/129673/,https://i.img16888.com/picLib/2022/10/2022102606440610167_240.jpg
202311,起亚EV5,104,悦达起亚,14.98 - 25.58,https://xl.16888.com/s/130116/,https://i2.img16888.com/picLib/2024/01/2024010906524516591_240.jpg
202311,小虎EV,103,小虎汽车,4.19 - 5.59,https://xl.16888.com/s/129368/,https://i.img16888.com//default-piclib-1024.jpg_240.jpg
